Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,eSST1A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.234,34.40369871743137,0.40000000266716207,0.4,-4.5236363840931846e-10,1.4314197089995127,0.9999999919835585,0.9919935383760818,0.9999999958225174,0.9959841730821974
0.236,34.40369870113621,0.40000000238923444,0.4,-4.529120286798609e-10,1.4314197089973837,0.9999999919918877,0.99199353838286,0.9999999958265726,0.9959841730875434
0.238,34.40369868482247,0.4000000021116946,0.4,-4.5339547887778664e-10,1.431419708995192,0.9999999920001998,0.9919935383896252,0.9999999958306199,0.995984173092879
0.24,34.40369866849251,0.40000000183458556,0.4,-4.53814090598446e-10,1.4314197089929377,0.9999999920084931,0.9919935383963768,0.9999999958346587,0.9959841730982035
0.242,34.403698652148634,0.40000000155794946,0.4,-4.541679755774857e-10,1.4314197089906204,0.9999999920167663,0.9919935384031131,0.9999999958386883,0.9959841731035161
0.244,34.40369863579319,0.40000000128182894,0.4,-4.5445725531472183e-10,1.4314197089882417,0.9999999920250179,0.9919935384098332,0.9999999958427077,0.9959841731088154
0.246,34.40369861942849,0.40000000100626687,0.4,-4.546820613184062e-10,1.4314197089858016,0.9999999920332465,0.991993538416536,0.9999999958467166,0.9959841731141011
0.248,34.40369860305685,0.40000000073130443,0.4,-4.5484253487176837e-10,1.4314197089833005,0.9999999920414508,0.9919935384232202,0.9999999958507142,0.995984173119372
0.25,34.4036985866806,0.40000000045698403,0.4,-4.549388270265305e-10,1.4314197089807374,0.9999999920496293,0.9919935384298851,0.9999999958546999,0.9959841731246274
0.252,34.403698570302026,0.4000000001833467,0.4,-4.549710986591103e-10,1.4314197089781147,0.9999999920577809,0.9919935384365293,0.9999999958586729,0.9959841731298663
0.254,34.40369855392344,0.3999999999104342,0.4,-4.54939520157182e-10,1.4314197089754312,0.9999999920659038,0.9919935384431519,0.9999999958626329,0.9959841731350881
0.256,34.403698537547136,0.3999999996382873,0.4,-4.5484427164664947e-10,1.431419708972688,0.9999999920739973,0.9919935384497517,0.9999999958665788,0.9959841731402916
0.258,34.403698521175414,0.399999999366947,0.4,-4.5468554271495493e-10,1.4314197089698864,0.9999999920820596,0.9919935384563279,0.9999999958705104,0.9959841731454763
0.26,34.40369850481054,0.39999999909645395,0.4,-4.5446353250835346e-10,1.4314197089670253,0.9999999920900896,0.9919935384628792,0.9999999958744267,0.9959841731506412
