Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,eSAC1A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
8.242,10.411028266633132,0.3985701800552036,0.4,-1.6224220378361426e-05,1.8241724444206817,0.9857999607198182,0.9341339561882132,0.9487967962804214,0.9397353632170719
8.244,10.410450238107321,0.3985680662874072,0.4,-1.5888398418211838e-05,1.8241887124148652,0.9858024966606259,0.9341354868755779,0.9487977810803165,0.9397366185087707
8.246,10.409884307185129,0.39856617458170257,0.4,-1.555213994235761e-05,1.8242047757706528,0.9858050361967667,0.9341370279558807,0.9487987784668686,0.939737886057199
8.248,10.409330488646987,0.3985645045924153,0.4,-1.5215496833068446e-05,1.8242206341380642,0.985807579308809,0.9341385794042265,0.9487997884145757,0.9397391658359356
8.25,10.408788795407142,0.3985630559413593,0.4,-1.4878520883201852e-05,1.824236287199424,0.9858101259767321,0.9341401411941469,0.9488008108960534,0.939740457816718
8.252,10.408259238517031,0.39856182821798464,0.4,-1.4541263788635094e-05,1.824251734669334,0.9858126761799323,0.9341417132976086,0.9488018458820445,0.9397417619694519
8.254,10.407741827168893,0.3985608209795326,0.4,-1.4203777140730075e-05,1.8242669762946455,0.9858152298972261,0.9341432956850204,0.9488028933414273,0.9397430782622206
8.256,10.407236568699672,0.3985600337511935,0.4,-1.3866112418835458e-05,1.8242820118544212,0.9858177871068556,0.9341448883252437,0.9488039532412268,0.9397444066612952
8.258,10.406743468595183,0.3985594660262694,0.4,-1.3528320982829957e-05,1.8242968411598968,0.9858203477864935,0.9341464911856004,0.9488050255466247,0.9397457471311448
8.26,10.40626253049455,0.398559117266341,0.4,-1.3190454065700411e-05,1.824311464054433,0.985822911913248,0.9341481042318839,0.9488061102209702,0.939747099634447
8.262,10.405793756194903,0.39855898690143904,0.4,-1.2852562766164461e-05,1.8243258804134657,0.9858254794636675,0.9341497274283668,0.9488072072257903,0.9397484641320994
8.264,10.405337145656343,0.398559074330219,0.4,-1.2514698041331422e-05,1.8243400901444486,0.9858280504137462,0.934151360737812,0.9488083165208011,0.9397498405832292
8.266,10.404892697007178,0.3985593789201431,0.4,-1.2176910699405483e-05,1.8243540931867914,0.9858306247389295,0.9341530041214821,0.948809438063919,0.939751228945206
8.268,10.404460406549406,0.39855990000766117,0.4,-1.183925139243468e-05,1.824367889511793,0.9858332024141182,0.9341546575391498,0.9488105718112728,0.9397526291736523
8.27,10.404040268764472,0.3985606368984014,0.4,-1.1501770609101235e-05,1.824381479122569,0.9858357834136758,0.9341563209491089,0.9488117177172153,0.9397540412224562
8.272,10.403632276319275,0.3985615888673615,0.4,-1.1164518667557296e-05,1.8243948620539747,0.9858383677114326,0.9341579943081841,0.9488128757343347,0.9397554650437827
8.274,10.403236420072439,0.3985627551591053,0.4,-1.082754570830938e-05,1.8244080383725223,0.9858409552806912,0.934159677571742,0.9488140458134676,0.9397569005880861
8.276,10.40285268908083,0.39856413498796234,0.4,-1.0490901687145518e-05,1.8244210081762926,0.9858435460942337,0.9341613706937029,0.9488152279037121,0.9397583478041234
8.278,10.402481070606344,0.39856572753823344,0.4,-1.015463636811496e-05,1.8244337715948435,0.9858461401243255,0.9341630736265517,0.9488164219524396,0.9397598066389659
8.28,10.402121550122915,0.3985675319643983,0.4,-9.818799316553458e-06,1.8244463287891117,0.9858487373427225,0.9341647863213486,0.9488176279053081,0.9397612770380128
8.282,10.401774111323816,0.39856954739132766,0.4,-9.483439892158482e-06,1.8244586799513096,0.9858513377206768,0.9341665087277429,0.948818845706276,0.9397627589450046
8.284,10.40143873612917,0.39857177291450024,0.4,-9.148607242117897e-06,1.8244708253048163,0.9858539412289423,0.9341682407939822,0.9488200752976151,0.9397642523020363
