Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,eSAC1A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,34.403699900638316,0.40000002524778816,0.4,0.0,1.4314197089012368,0.9999999913060578,0.9919935378249138,0.999999995492736,0.9959841726474757
1.0058283805847169e-10,34.40369990063831,0.4000000252477881,0.4,-2.96645774629807e-19,1.4314197089012373,0.9999999913060578,0.9919935378249138,0.999999995492736,0.9959841726474757
1.0058283805847169e-10,34.40369990063831,0.40000002524778816,0.4,-2.96645774629807e-19,1.4314197089012373,0.9999999913060579,0.9919935378249138,0.999999995492736,0.9959841726474757
0.002,34.40369990053213,0.40000002524517503,0.4,-5.898536561403677e-12,1.4314197089013136,0.9999999913061285,0.9919935378249731,0.9999999954927711,0.9959841726475223
0.004,34.40369990021364,0.40000002523737477,0.4,-1.1795304290668788e-11,1.4314197089015537,0.9999999913063404,0.9919935378251503,0.9999999954928763,0.9959841726476615
0.006,34.403699899682906,0.40000002522444683,0.4,-1.7689098429366626e-11,1.431419708901977,0.999999991306693,0.9919935378254449,0.9999999954930511,0.9959841726478929
0.008,34.40369989894007,0.4000000252064482,0.4,-2.3578727861236536e-11,1.4314197089026053,0.9999999913071855,0.9919935378258558,0.999999995493295,0.9959841726482157
0.01,34.4036998979853,0.40000002518343636,0.4,-2.9463015062467966e-11,1.431419708903459,0.9999999913078174,0.9919935378263826,0.999999995493608,0.9959841726486296
0.012,34.40369989681881,0.40000002515546773,0.4,-3.534079585743413e-11,1.431419708904556,0.999999991308588,0.9919935378270243,0.9999999954939891,0.995984172649134
0.014,34.40369989544085,0.40000002512259714,0.4,-4.1210919254406654e-11,1.4314197089059078,0.9999999913094966,0.9919935378277804,0.9999999954944384,0.9959841726497283
0.016,34.40369989385172,0.40000002508488003,0.4,-4.7072247125631503e-11,1.4314197089075198,0.9999999913105424,0.9919935378286499,0.9999999954949551,0.9959841726504118
0.018,34.40369989205177,0.40000002504237037,0.4,-5.292365431541144e-11,1.4314197089093887,0.9999999913117251,0.9919935378296322,0.9999999954955391,0.995984172651184
0.02,34.40369989004135,0.4000000249951211,0.4,-5.876402827694896e-11,1.4314197089115026,0.9999999913130432,0.9919935378307261,0.9999999954961897,0.9959841726520443
0.022,34.4036998878209,0.40000002494318654,0.4,-6.45922690204667e-11,1.4314197089138383,0.9999999913144969,0.9919935378319312,0.9999999954969065,0.9959841726529922
0.024,34.403699885390864,0.4000000248866185,0.4,-7.040728913266233e-11,1.4314197089163647,0.9999999913160847,0.991993537833247,0.9999999954976894,0.9959841726540268
0.026,34.403699882751745,0.4000000248254685,0.4,-7.620801331411553e-11,1.4314197089190395,0.999999991317806,0.9919935378346719,0.9999999954985374,0.9959841726551478
0.028,34.403699879904075,0.40000002475978874,0.4,-8.199337852411858e-11,1.4314197089218097,0.9999999913196599,0.9919935378362055,0.9999999954994502,0.9959841726563543
0.03,34.403699876848414,0.4000000246896301,0.4,-8.776233390285695e-11,1.4314197089246148,0.9999999913216456,0.9919935378378467,0.9999999955004274,0.9959841726576457
0.032,34.40369987358539,0.400000024615043,0.4,-9.351384034340275e-11,1.431419708927384,0.9999999913237622,0.9919935378395951,0.9999999955014686,0.9959841726590214
0.034,34.40369987011564,0.400000024536078,0.4,-9.924687081380048e-11,1.4314197089300391,0.9999999913260089,0.9919935378414494,0.9999999955025731,0.9959841726604808
