Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,tGOV1.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.276,16.24520002996981,0.42372058772626425,0.4016781114157615,0.0034550816294703296,0.4016781114157615,0.9219371121007774,0.8944059613985936,0.9224999860402538,0.9066874750621625
1.278,16.369481589256228,0.4256220235267546,0.40153838695566535,0.0034493700658485126,0.40153838695566535,0.9219334008807596,0.8944719557921644,0.9225934834248107,0.9067741410927589
1.28,16.49354897246921,0.42751519508187147,0.40139950705033034,0.0034431833206245268,0.40139950705033034,0.9219290072154225,0.8945368730682046,0.9226859237503352,0.9068596916183939
1.282,16.617385112537157,0.4293998463628641,0.4012614873963297,0.003436523596896464,0.4012614873963297,0.9219239338626128,0.8946007109087292,0.9227773007268679,0.9069441216921024
1.284,16.740973022835135,0.4312757233037809,0.40112434353210674,0.003429393160741965,0.40112434353210674,0.9219181840401441,0.894663467504733,0.9228676085054595,0.9070274268564037
1.286,16.86429579944308,0.43314257384074195,0.40098809083608844,0.003421794340713207,0.40098809083608844,0.9219117614205022,0.894725141549986,0.9229568416733904,0.9071096031376976
1.288,16.987336623385637,0.43500014795059205,0.40085274452482955,0.0034137295273224174,0.40085274452482955,0.9219046701253306,0.8947857322346237,0.9230449952492316,0.9071906470404731
1.29,17.110078762853338,0.4368481976889291,0.40071831965118465,0.0034052011725180676,0.40071831965118465,0.9218969147196957,0.8948452392385375,0.9231320646777404,0.9072705555413332
1.292,17.232505575404723,0.43868647722748927,0.40058483110251003,0.0033962117891518993,0.40058483110251003,0.9218885002061401,0.8949036627245689,0.9232180458246076,0.9073493260828424
1.294,17.354600510149144,0.4405147428908842,0.40045229359889506,0.003386763950436943,0.40045229359889506,0.9218794320185238,0.8949610033315124,0.9233029349710458,0.9074269565671975
1.296,17.476347109909867,0.4423327531926777,0.4003207216914242,0.003376860289396685,0.4003207216914242,0.9218697160156615,0.8950172621669332,0.9233867288082371,0.9075034453497333
1.298,17.597729013367225,0.44414026887079217,0.4001901297604674,0.0033665034983055547,0.4001901297604674,0.9218593584747552,0.8950724407998044,0.9234694244316335,0.9075787912322602
1.3,17.718729957181427,0.4459370529222356,0.40006053201400316,0.003355696328120881,0.40006053201400316,0.9218483660846326,0.8951265412529671,0.923551019335122,0.9076529934562438
