Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,eSAC1A.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
5.718,10.409197574614998,0.40941996066216063,0.4,-3.093659737938522e-05,1.8640605779186177,0.9930825698801153,0.9391386090581603,0.9524560853130001,0.9441174729393952
5.72,10.408044345722336,0.4093825366417019,0.4,-3.313018297423097e-05,1.8640768877692795,0.9930863589228451,0.9391396828487059,0.9524558960808898,0.9441177970000554
5.722,10.40681231070105,0.40934377631151675,0.4,-3.531466374157834e-05,1.8640945712533907,0.9930901261235571,0.9391406953675788,0.9524556325832018,0.9441180487822656
5.724,10.405501802915849,0.40930368941688383,0.4,-3.748972945914845e-05,1.8641136221103383,0.9930938717256099,0.9391416471013935,0.9524552953839361,0.9441182288437605
5.726,10.404113166857687,0.4092622858790345,0.4,-3.9655072231091956e-05,1.8641340339512784,0.9930975959730665,0.9391425385431214,0.952454885055593,0.9441183377502756
5.728,10.402646758059293,0.40921957579312546,0.4,-4.1810386528640266e-05,1.8641558002565475,0.9931012991106842,0.9391433701920264,0.9524544021790825,0.9441183760754642
5.73,10.401102943009205,0.4091755694261905,0.4,-4.395536923028274e-05,1.864178914373419,0.9931049813839035,0.9391441425535997,0.9524538473436365,0.944118344400814
5.732,10.399482099064423,0.409130277215071,0.4,-4.6089719661453184e-05,1.8642033695142337,0.9931086430388366,0.9391448561394933,0.9524532211467173,0.9441182433155626
5.734,10.397784614361592,0.4090837097643261,0.4,-4.82131396337366e-05,1.8642291587549022,0.993112284322258,0.9391455114674546,0.9524525241939278,0.9441180734166131
5.736,10.39601088772681,0.4090358778441229,0.4,-5.032533348357164e-05,1.8642562750337965,0.9931159054815931,0.9391461090612596,0.9524517570989188,0.9441178353084482
5.738,10.394161328584035,0.4089867923881066,0.4,-5.24260081104603e-05,1.864284711151021,0.9931195067649099,0.9391466494506451,0.9524509204832976,0.9441175296030442
5.74,10.39223635686215,0.40893646449125115,0.4,-5.451487301466835e-05,1.864314459768062,0.9931230884209087,0.9391471331712435,0.952450014976534,0.9441171569197847
5.742,10.39023640290065,0.4088849054076927,0.4,-5.659164033442723e-05,1.8643455134077977,0.9931266506989131,0.9391475607645122,0.9524490412158676,0.9441167178853733
5.744,10.388161907354023,0.40883212654854184,0.4,-5.865602488261475e-05,1.8643778644548559,0.9931301938488617,0.9391479327776688,0.952447999846213,0.9441162131337456
5.746,10.386013321094806,0.40877813947968006,0.4,-6.070774418292471e-05,1.8644115051562984,0.9931337181212992,0.9391482497636199,0.9524468915200647,0.9441156433059814
5.748,10.38379110511535,0.4087229559195366,0.4,-6.274651850551073e-05,1.8644464276226083,0.9931372237673685,0.9391485122808944,0.9524457168974017,0.9441150090502153
5.75,10.381495730428322,0.4086665877368507,0.4,-6.477207090211451e-05,1.864482623828955,0.9931407110388027,0.9391487208935736,0.9524444766455914,0.9441143110215476
5.752,10.37912767796593,0.4086090469484144,0.4,-6.67841272406567e-05,1.8645200856167083,0.9931441801879184,0.9391488761712217,0.952443171439292,0.9441135498819546
5.754,10.37668743847794,0.40855034571679993,0.4,-6.878241623929988e-05,1.864558804695177,0.9931476314676078,0.9391489786888171,0.9524418019603565,0.9441127263001979
5.756,10.374175512428456,0.40849049634807155,0.4,-7.076666949997562e-05,1.8645987726435376,0.9931510651313319,0.9391490290266803,0.9524403688977324,0.9441118409517331
5.758,10.371592409891509,0.40842951128948113,0.4,-7.27366215413674e-05,1.8646399809129275,0.9931544814331142,0.9391490277704058,0.952438872947365,0.9441108945186187
5.76,10.368938650445463,0.4083674031271493,0.4,-7.469200983135917e-05,1.8646824208286736,0.9931578806275354,0.93914897551079,0.9524373148120967,0.9441098876894243
5.762,10.366214763066278,0.4083041845837316,0.4,-7.663257481892847e-05,1.8647260835926251,0.9931612629697255,0.9391488728437599,0.9524356952015682,0.9441088211591371
5.764,10.36342128601962,0.40823986851606836,0.4,-7.855805996549488e-05,1.8647709602855693,0.9931646287153604,0.9391487203703037,0.9524340148321172,0.9441076956290702
5.766,10.360558766751858,0.4081744679128251,0.4,-8.046821177570991e-05,1.8648170418696983,0.9931679781206553,0.9391485186963962,0.952432274426678,0.9441065118067684
5.768,10.357627761779955,0.40810799589211466,0.4,-8.236277982769928e-05,1.8648643191911058,0.9931713114423596,0.9391482684329286,0.952430474714679,0.9441052704059139
5.77,10.354628836580304,0.40804046569911,0.4,-8.424151680273701e-05,1.864912782982292,0.9931746289377534,0.9391479701956366,0.9524286164319415,0.9441039721462321
5.772,10.351562565476465,0.40797189070364126,0.4,-8.610417851436251e-05,1.864962423864654,0.993177930864641,0.939147624605025,0.9524267003205763,0.9441026177533967
5.774,10.348429531525912,0.4079022843977831,0.4,-8.795052393692717e-05,1.865013232350948,0.9931812174813484,0.9391472322862975,0.9524247271288805,0.9441012079589334
5.776,10.345230326405721,0.40783166039342883,0.4,-8.978031523358145e-05,1.8650651988477007,0.9931844890467183,0.9391467938692815,0.952422697611234,0.9440997435001254
5.778,10.341965550297283,0.40776003241985376,0.4,-9.159331778368278e-05,1.8651183136575602,0.9931877458201059,0.9391463099883547,0.9524206125279946,0.9440982251199151
5.78,10.33863581177004,0.40768741432126615,0.4,-9.338930020963547e-05,1.8651725669815757,0.9931909880613761,0.9391457812823713,0.9524184726453933,0.9440966535668082
5.782,10.33524172766426,0.40761382005435093,0.4,-9.516803440314992e-05,1.8652279489213914,0.9931942160308983,0.9391452083945859,0.9524162787354277,0.9440950295947753
5.784,10.331783922972871,0.407539263685798,0.4,-9.692929555093184e-05,1.8652844494813525,0.9931974299895442,0.9391445919725804,0.952414031575758,0.9440933539631542
5.786,10.328263030722393,0.4074637593898265,0.4,-9.867286215978308e-05,1.8653420585705138,0.993200630198684,0.9391439326681866,0.9524117319495985,0.944091627436552
5.788,10.324679691852971,0.407387321445695,0.4,-0.00010039851608112479,1.86540076600455,0.9932038169201821,0.9391432311374124,0.9524093806456109,0.9440898507847438
5.79,10.321034555097542,0.4073099642352065,0.4,-0.00010210604253493116,1.865460561507561,0.9932069904163953,0.939142488040363,0.9524069784577961,0.9440880247825758
5.792,10.31732827686013,0.4072317022402009,0.4,-0.00010379523013308462,1.8655214347137798,0.9932101509501672,0.9391417040411665,0.9524045261853868,0.9440861502098624
5.794,10.313561521093336,0.40715255004004347,0.4,-0.00010546587090213434,1.8655833751691753,0.9932132987848271,0.9391408798078948,0.9524020246327378,0.9440842278512871
5.796,10.30973495917501,0.40707252230910296,0.4,-0.00010711776030546947,1.8656463723329575,0.9932164341841845,0.9391400160124872,0.9523994746092167,0.9440822584963007
5.798,10.305849269784137,0.40699163381422326,0.4,-0.0001087506972648959,1.8657104155789892,0.9932195574125265,0.9391391133306706,0.9523968769290928,0.9440802429390186
5.8,10.301905138775941,0.4069098994121867,0.4,-0.00011036448418162653,1.865775494197104,0.9932226687346143,0.9391381724418827,0.9523942324114285,0.9440781819781199
5.802,10.297903259056271,0.4068273340471753,0.4,-0.0001119589269566693,1.8658415973943419,0.9932257684156782,0.9391371940291916,0.9523915418799662,0.9440760764167426
5.804,10.293844330455242,0.4067439527482188,0.4,-0.00011353383501062314,1.8659087142961042,0.9932288567214146,0.9391361787792161,0.9523888061630178,0.9440739270623811
5.806,10.289729059600194,0.4066597706266446,0.4,-0.00011508902130287167,1.8659768339472336,0.9932319339179813,0.9391351273820455,0.9523860260933511,0.9440717347267816
5.808,10.285558159787943,0.40657480287351555,0.4,-0.00011662430235018491,1.866045945313034,0.9932350002719927,0.9391340405311589,0.9523832025080781,0.9440695002258371
5.81,10.281332350856399,0.4064890647570698,0.4,-0.00011813949824471395,1.866116037280226,0.9932380560505163,0.9391329189233438,0.9523803362485399,0.9440672243794821
5.812,10.277052359055537,0.40640257162014926,0.4,-0.00011963443267138833,1.8661870986578537,0.993241101521066,0.9391317632586141,0.9523774281601947,0.944064908011587
5.814,10.272718916917757,0.40631533887762894,0.4,-0.00012110893292470746,1.8662591181781474,0.9932441369515981,0.9391305742401277,0.9523744790925014,0.9440625519498513
5.816,10.268332763127631,0.4062273820138404,0.4,-0.0001225628299249357,1.8663320844973503,0.9932471626105044,0.9391293525741027,0.952371489898805,0.9440601570256959
5.818,10.26389464239111,0.4061387165799939,0.4,-0.00012399595823368672,1.8664059861965145,0.9932501787666076,0.9391280989697349,0.9523684614362208,0.9440577240741557
5.82,10.259405305304151,0.40604935819159405,0.4,-0.0001254081560689079,1.866480811782275,0.9932531856891538,0.9391268141391124,0.952365394565518,0.9440552539337713
