Time,gENROU.delta,gENROU.PELEC,gENROU.PMECH,gENROU.SPEED,sCRX.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.862,3.430295292707833,0.31146014890870943,0.4,-0.001667485096942817,1.4329426770340368,1.027004389549511,0.9568088574852859,0.9619518746543005,0.9574287183915176
1.864,3.3706423402834327,0.3105020239051406,0.4,-0.0016465308332200153,1.4331580043437266,1.026826176109508,0.9566551423797928,0.9618218797071376,0.9572830423817866
1.866,3.3117477113638585,0.3095610390706295,0.4,-0.0016253566842055988,1.4334069129106142,1.026648248213307,0.956502245314444,0.9616928600496522,0.9571383193306735
1.868,3.2536192492380347,0.30863728590881423,0.4,-0.0016039666857089112,1.4336890784462575,1.0264706270376174,0.9563501879861611,0.9615648345522193,0.9569945701487411
1.87,3.1962646515323314,0.3077308526872188,0.4,-0.0015823648941584623,1.4340041744804868,1.0262933335999975,0.9561989918235397,0.9614378218070727,0.9568518154604138
1.872,3.139691469481903,0.30684182444652475,0.4,-0.001560555385845041,1.4343518724721318,1.0261163887513047,0.9560486779793474,0.9613118401222323,0.956710075597018
1.874,3.0839071072292374,0.30597028301033224,0.4,-0.0015385422561671259,1.4347318419198225,1.02593981316826,0.9558992673231702,0.961186907515567,0.9565693705899732
1.876,3.028918821149832,0.3051163069954082,0.4,-0.001516329618878709,1.4351437504727986,1.025763627346133,0.9557507804342085,0.9610630417089934,0.9564297201641265
1.878,2.974733719204871,0.30427997182239863,0.4,-0.001493921605339628,1.435587264041666,1.0255878515915489,0.9556032375942285,0.9609402601228105,0.9562911437312416
1.88,2.921358760320906,0.30346134972699135,0.4,-0.0014713223637685513,1.4360620469090464,1.0254125060154242,0.9554566587806742,0.9608185798701805,0.9561536603836414
1.882,2.8688007537963216,0.3026605097715128,0.4,-0.0014485360584986684,1.4365677618400456,1.02523761052603,0.9553110636599359,0.9606980177517477,0.9560172888880069
1.884,2.8170663587345732,0.3018775178569445,0.4,-0.001425566869236225,1.4371040701925004,1.0250631848221894,0.9551664715807874,0.9605785902504084,0.9558820476793373
