Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,iEEET2.EFD,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,34.403699900638316,0.400000025247788,0.4,0.0,1.4314197089012368,0.999999991306058,0.9919935378249141,0.9999999954927361,0.995984172647476
0.002,34.40369990053214,0.4000000252451748,0.4,-5.898536548433782e-12,1.4314197089012368,0.9999999913061287,0.9919935378249732,0.9999999954927712,0.9959841726475224
0.004,34.403699900213645,0.40000002523737493,0.4,-1.1795304230142611e-11,1.4314197089012337,0.9999999913063407,0.9919935378251505,0.9999999954928764,0.9959841726476616
0.006,34.40369989968291,0.4000000252244467,0.4,-1.7689098375325398e-11,1.4314197089012184,0.9999999913066933,0.991993537825445,0.9999999954930512,0.9959841726478929
0.008,34.403699898940076,0.400000025206448,0.4,-2.3578727779093866e-11,1.4314197089011742,0.9999999913071855,0.9919935378258559,0.9999999954932951,0.9959841726482157
0.01,34.403699897985305,0.4000000251834363,0.4,-2.946301491115253e-11,1.4314197089010787,0.9999999913078175,0.9919935378263824,0.9999999954936079,0.9959841726486295
0.012,34.403699896818814,0.40000002515546706,0.4,-3.5340795595874583e-11,1.4314197089009055,0.9999999913085876,0.9919935378270242,0.999999995493989,0.9959841726491339
0.014,34.40369989544086,0.40000002512259614,0.4,-4.1210918724802606e-11,1.4314197089006249,0.9999999913094959,0.99199353782778,0.9999999954944381,0.9959841726497279
0.016,34.40369989385173,0.4000000250848778,0.4,-4.7072246232870396e-11,1.431419708900205,0.9999999913105412,0.9919935378286492,0.9999999954949547,0.9959841726504112
0.018,34.403699892051776,0.40000002504236715,0.4,-5.2923652819550206e-11,1.4314197088996135,0.9999999913117231,0.991993537829631,0.9999999954955383,0.9959841726511831
0.02,34.40369989004136,0.4000000249951169,0.4,-5.876402589048826e-11,1.4314197088988172,0.9999999913130406,0.9919935378307245,0.9999999954961887,0.995984172652043
0.022,34.403699887820906,0.40000002494318077,0.4,-6.459226547103874e-11,1.4314197088977834,0.999999991314493,0.991993537831929,0.9999999954969051,0.9959841726529902
