Time,gENROU.delta,gENROU.PELEC,gENROU.PMECH,gENROU.SPEED,gAST.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
6.354,27.19079046654898,0.3686569929114985,0.4028446555643747,-0.00011861514514518208,0.4028446555643747,1.0003355360861101,0.9923679560075371,1.0001877740010938,0.9962560747961072
6.356,27.186674408974213,0.36866051663608773,0.40286870746733067,-0.00011005400836399019,0.40286870746733067,1.0003240417161992,0.9923610947722269,1.0001832140607627,0.9962503661871626
6.358,27.182866619208866,0.36867002881795496,0.40289209950694727,-0.0001014894328173715,0.40289209950694727,1.0003125380309101,0.9923542003252915,1.0001786456337878,0.9962446387200428
6.36,27.179367191143264,0.3686855133341499,0.4029148287487153,-9.292307932868391e-05,0.4029148287487153,1.0003010271541444,0.9923472739904815,1.000174069560657,0.9962388934708689
6.362,27.176176158942408,0.3687069529451572,0.40293689239253094,-8.435660509638107e-05,0.40293689239253094,1.0002895111907424,0.9923403170789843,1.000169486668841,0.9962331315023342
6.364,27.17329349718208,0.368734329301522,0.40295828777292697,-7.579166338236826e-05,0.40295828777292697,1.0002779922261718,0.9923333308892757,1.0001648977727338,0.9962273538636042
6.366,27.170719120996143,0.3687676229506684,0.4029790123592773,-6.722990320205781e-05,0.4029790123592773,1.0002664723262236,0.9923263167069863,1.0001603036736026,0.9962215615902316
6.368,27.16845288623496,0.3688068133439099,0.40299906375597466,-5.8672969016118184e-05,0.40299906375597466,1.0002549535367289,0.9923192758047827,1.0001557051595515,0.9962157557040832
6.37,27.166494589634908,0.3688518788436544,0.40301843970258167,-5.012250042401699e-05,0.40301843970258167,1.0002434378832945,0.992312209442264,1.000151103005498,0.996209937213283
6.372,27.164843968998852,0.36890279673079307,0.4030371380739551,-4.158013185935078e-05,0.4030371380739551,1.0002319273710505,0.9923051188658705,1.0001464979731578,0.996204107112165
6.374,27.163500703387577,0.3689595432122778,0.40305515688034366,-3.304749228709111e-05,0.40305515688034366,1.000220423984416,0.992298005308808,1.0001418908110442,0.9961982663812422
6.376,27.16246441332208,0.36902209342888226,0.40307249426745906,-2.4526204902738598e-05,0.40307249426745906,1.0002089296868826,0.9922908699909863,1.000137282254479,0.9961924159871864
6.378,27.161734660996654,0.3690904214631417,0.4030891485165206,-1.6017886833482483e-05,0.4030891485165206,1.0001974464208105,0.9922837141189695,1.000132673025611,0.9961865568828221
6.38,27.161310950502703,0.36916450034747417,0.4031051180442733,-7.524148841356557e-06,0.4031051180442733,1.0001859761072434,0.9922765388859421,1.0001280638334507,0.9961806900071323
6.382,27.16119272806319,0.36924430207247577,0.4031204014029795,9.534049714821256e-07,0.4031204014029795,1.0001745206457378,0.9922693454716868,1.0001234553739116,0.9961748162852762
6.384,27.161379382277676,0.36932979759539075,0.40313499728038443,9.413177455362317e-06,0.40313499728038443,1.0001630819142073,0.9922621350425753,1.0001188483298633,0.9961689366286199
6.386,27.16187024437783,0.3694209568487522,0.4031489044996552,1.785357870350049e-05,0.4031489044996552,1.0001516617687842,0.9922549087515738,1.0001142433711974,0.996163051934779
6.388,27.16266458849339,0.3695177487491913,0.40316212201929363,2.6273026340207173e-05,0.40316212201929363,1.000140262043693,0.9922476677382586,1.0001096411548995,0.9961571630876717
6.39,27.1637616319284,0.3696201412064125,0.4031746489330234,3.466994580677433e-05,0.4031746489330234,1.0001288845511416,0.9922404131288455,1.0001050423251352,0.9961512709575842
6.392,27.165160535447765,0.3697281011323341,0.4031864844696506,4.304277064505665e-05,0.4031864844696506,1.0001175310812256,0.9922331460362307,1.0001004475133424,0.996145376401247
6.394,27.16686040357393,0.3698415944503846,0.40319762799289877,5.1389942778654575e-05,0.40319762799289877,1.0001062034018469,0.9922258675600446,1.0000958573383365,0.9961394802619227
6.396,27.16886028489365,0.36996058610496557,0.403208079001218,5.970991279171327e-05,0.403208079001218,1.0000949032586486,0.9922185787867147,1.0000912724064215,0.9961335833695032
