Time,gENSAL.delta,gENSAL.PELEC,gENSAL.PMECH,gENSAL.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.252,36.640794289016185,0.40000000473405256,0.4,-5.406243032209911e-10,0.9999999910701144,0.9919935378178768,0.9999999954541834,0.9959841726195052
0.254,36.64079426953507,0.40000000447615586,0.4,-5.416496877252779e-10,0.9999999910535925,0.9919935378097045,0.9999999954483151,0.9959841726124207
0.256,36.64079425001813,0.40000000421829496,0.4,-5.426147265672104e-10,0.9999999910370815,0.9919935378015383,0.9999999954424509,0.9959841726053412
0.258,36.640794230467534,0.4000000039604989,0.4,-5.435194372323689e-10,0.9999999910205831,0.9919935377933793,0.9999999954365917,0.9959841725982679
0.26,36.64079421088546,0.40000000370279704,0.4,-5.4436384385989e-10,0.9999999910041006,0.991993537785229,0.9999999954307385,0.995984172591202
0.262,36.64079419127406,0.4000000034452177,0.4,-5.451479774283681e-10,0.9999999909876364,0.9919935377770889,0.999999995424892,0.9959841725841445
0.264,36.64079417163553,0.4000000031877905,0.4,-5.458718756175104e-10,0.9999999909711929,0.9919935377689602,0.9999999954190536,0.9959841725770967
0.266,36.64079415197201,0.4000000029305435,0.4,-5.465355828989256e-10,0.9999999909547724,0.9919935377608439,0.9999999954132238,0.9959841725700596
0.268,36.64079413228569,0.4000000026735059,0.4,-5.471391504193953e-10,0.9999999909383781,0.9919935377527419,0.9999999954074038,0.9959841725630345
0.27,36.64079411257872,0.40000000241670547,0.4,-5.476826360376217e-10,0.9999999909220119,0.9919935377446554,0.9999999954015945,0.9959841725560227
0.272,36.64079409285326,0.40000000216017134,0.4,-5.481661040907698e-10,0.9999999909056768,0.9919935377365853,0.9999999953957965,0.9959841725490247
0.274,36.64079407311148,0.4000000019039318,0.4,-5.485896257511391e-10,0.999999990889375,0.9919935377285334,0.9999999953900112,0.9959841725420421
0.276,36.64079405335552,0.4000000016480151,0.4,-5.489532787256947e-10,0.9999999908731091,0.9919935377205006,0.9999999953842392,0.995984172535076
0.278,36.640794033587554,0.40000000139244934,0.4,-5.492571472993003e-10,0.9999999908568812,0.9919935377124884,0.9999999953784813,0.9959841725281274
0.28,36.640794013809725,0.4000000011372626,0.4,-5.495013224341539e-10,0.9999999908406945,0.991993537704498,0.9999999953727388,0.9959841725211972
