Time,gENSAE.delta,gENSAE.PELEC,gENSAE.PMECH,gENSAE.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.064,34.40369979363929,0.4000000231815331,0.4,-1.8304671669031194e-10,0.999999991271882,0.9919935378179967,0.9999999954847183,0.9959841726394876
0.066,34.40369978695259,0.40000002306376203,0.4,-1.8843189760348615e-10,0.9999999912681502,0.9919935378165389,0.999999995483553,0.9959841726381464
0.068,34.40369978007254,0.40000002294332715,0.4,-1.937887480979986e-10,0.9999999912642321,0.9919935378149869,0.9999999954823207,0.9959841726367241
0.07,34.403699773000156,0.4000000228202642,0.4,-1.991166525296747e-10,0.9999999912601283,0.9919935378133415,0.9999999954810216,0.995984172635221
0.072,34.4036997657365,0.4000000226946067,0.4,-2.0441500361127553e-10,0.9999999912558402,0.9919935378116029,0.9999999954796563,0.9959841726336376
0.074,34.403699758282634,0.40000002256638983,0.4,-2.096832020644726e-10,0.9999999912513691,0.9919935378097722,0.9999999954782254,0.9959841726319745
0.076,34.403699750639674,0.40000002243564653,0.4,-2.1492065663065577e-10,0.9999999912467169,0.9919935378078497,0.9999999954767292,0.9959841726302324
0.078,34.403699742808726,0.40000002230241005,0.4,-2.201267838309904e-10,0.9999999912418852,0.9919935378058365,0.9999999954751686,0.995984172628412
0.08,34.403699734790926,0.40000002216671254,0.4,-2.253010077697072e-10,0.9999999912368758,0.9919935378037333,0.9999999954735439,0.9959841726265141
0.082,34.40369972658744,0.40000002202858587,0.4,-2.3044276020975997e-10,0.9999999912316906,0.9919935378015411,0.9999999954718559,0.9959841726245393
0.084,34.40369971819945,0.4000000218880611,0.4,-2.35551480317751e-10,0.9999999912263315,0.9919935377992609,0.9999999954701054,0.9959841726224887
0.086,34.40369970962814,0.4000000217451693,0.4,-2.40626614534232e-10,0.9999999912208011,0.9919935377968939,0.9999999954682931,0.9959841726203632
0.088,34.40369970087474,0.40000002159994097,0.4,-2.456676165477647e-10,0.9999999912151007,0.991993537794441,0.9999999954664198,0.9959841726181637
0.09,34.40369969194048,0.4000000214524065,0.4,-2.5067394722142416e-10,0.9999999912092334,0.9919935377919032,0.9999999954644861,0.9959841726158911
0.092,34.403699682826634,0.40000002130259565,0.4,-2.5564507444364553e-10,0.9999999912032009,0.9919935377892819,0.9999999954624931,0.9959841726135463
0.094,34.40369967353447,0.40000002115053807,0.4,-2.605804731260621e-10,0.9999999911970058,0.9919935377865782,0.9999999954604415,0.9959841726111305
0.096,34.40369966406528,0.40000002099626275,0.4,-2.654796251710807e-10,0.9999999911906503,0.9919935377837933,0.9999999954583322,0.9959841726086448
0.098,34.40369965442038,0.4000000208397998,0.4,-2.703420192859797e-10,0.9999999911841368,0.9919935377809286,0.9999999954561661,0.9959841726060903
0.1,34.403699644601105,0.4000000206811772,0.4,-2.7516715108666837e-10,0.999999991177468,0.9919935377779852,0.9999999954539439,0.9959841726034676
0.102,34.4036996346088,0.40000002052042366,0.4,-2.7995452285990534e-10,0.999999991170646,0.9919935377749644,0.9999999954516668,0.9959841726007784
0.104,34.40369962444483,0.40000002035756826,0.4,-2.8470364369732104e-10,0.9999999911636736,0.9919935377718674,0.9999999954493355,0.9959841725980236
0.106,34.4036996141106,0.40000002019263964,0.4,-2.89414029374365e-10,0.9999999911565531,0.9919935377686957,0.999999995446951,0.9959841725952041
0.108,34.40369960360749,0.40000002002566515,0.4,-2.940852023870542e-10,0.9999999911492871,0.9919935377654506,0.9999999954445142,0.9959841725923214
0.11,34.40369959293694,0.400000019856674,0.4,-2.9871669181362743e-10,0.9999999911418782,0.9919935377621335,0.9999999954420261,0.9959841725893764
0.112,34.40369958210038,0.40000001968569365,0.4,-3.0330803339884944e-10,0.9999999911343288,0.9919935377587453,0.9999999954394875,0.9959841725863703
0.114,34.40369957109925,0.40000001951275216,0.4,-3.078587694351205e-10,0.9999999911266413,0.9919935377552879,0.9999999954368993,0.9959841725833042
0.116,34.40369955993504,0.4000000193378778,0.4,-3.123684488511039e-10,0.9999999911188187,0.9919935377517624,0.9999999954342627,0.9959841725801792
0.118,34.403699548609225,0.400000019161098,0.4,-3.168366271101283e-10,0.9999999911108632,0.99199353774817,0.9999999954315786,0.9959841725769969
0.12,34.40369953712331,0.4000000189824407,0.4,-3.212628661907333e-10,0.9999999911027778,0.9919935377445124,0.9999999954288477,0.9959841725737579
0.122,34.40369952547881,0.40000001880193364,0.4,-3.256467345909922e-10,0.9999999910945646,0.9919935377407907,0.9999999954260711,0.9959841725704635
0.124,34.40369951367726,0.4000000186196048,0.4,-3.2998780737823035e-10,0.9999999910862263,0.991993537737006,0.9999999954232498,0.9959841725671149
0.126,34.403699501720205,0.40000001843548183,0.4,-3.3428566614579183e-10,0.9999999910777657,0.9919935377331602,0.9999999954203845,0.9959841725637133
0.128,34.40369948960921,0.40000001824959197,0.4,-3.385398989589986e-10,0.999999991069185,0.9919935377292545,0.9999999954174765,0.99598417256026
0.13,34.40369947734586,0.4000000180619636,0.4,-3.427501003702817e-10,0.999999991060487,0.9919935377252899,0.9999999954145266,0.9959841725567558
0.132,34.40369946493174,0.40000001787262407,0.4,-3.4691587153591055e-10,0.9999999910516741,0.9919935377212682,0.9999999954115357,0.995984172553202
0.134,34.40369945236845,0.40000001768160054,0.4,-3.510368200084744e-10,0.9999999910427493,0.9919935377171903,0.9999999954085046,0.9959841725495998
0.136,34.40369943965763,0.40000001748892144,0.4,-3.551125598363185e-10,0.9999999910337144,0.991993537713058,0.9999999954054345,0.9959841725459504
0.138,34.4036994268009,0.4000000172946142,0.4,-3.591427116413631e-10,0.9999999910245725,0.9919935377088723,0.9999999954023261,0.9959841725422548
0.14,34.4036994137999,0.40000001709870603,0.4,-3.631269024915665e-10,0.9999999910153259,0.9919935377046345,0.9999999953991805,0.995984172538514
0.142,34.40369940065631,0.40000001690122516,0.4,-3.6706476595064265e-10,0.999999991005977,0.9919935377003462,0.9999999953959985,0.9959841725347294
0.144,34.403699387371795,0.4000000167021989,0.4,-3.7095594210183966e-10,0.9999999909965287,0.9919935376960084,0.9999999953927812,0.995984172530902
0.146,34.40369937394805,0.4000000165016555,0.4,-3.7480007754361617e-10,0.9999999909869832,0.9919935376916226,0.9999999953895292,0.995984172527033
0.148,34.40369936038676,0.400000016299622,0.4,-3.785968253766716e-10,0.999999990977343,0.9919935376871901,0.999999995386244,0.9959841725231237
0.15,34.40369934668965,0.4000000160961269,0.4,-3.823458452125928e-10,0.9999999909676107,0.9919935376827121,0.9999999953829257,0.9959841725191746
0.152,34.40369933285844,0.4000000158911971,0.4,-3.8604680319114704e-10,0.9999999909577885,0.99199353767819,0.9999999953795757,0.9959841725151872
0.154,34.40369931889486,0.40000001568486093,0.4,-3.896993719543425e-10,0.9999999909478792,0.9919935376736251,0.9999999953761951,0.9959841725111628
0.156,34.40369930480067,0.4000000154771465,0.4,-3.9330323067669117e-10,0.9999999909378852,0.9919935376690187,0.9999999953727844,0.9959841725071024
0.158,34.40369929057761,0.4000000152680808,0.4,-3.968580650803404e-10,0.9999999909278088,0.9919935376643717,0.9999999953693446,0.9959841725030067
0.16,34.40369927622748,0.40000001505769267,0.4,-4.00363567361577e-10,0.9999999909176523,0.9919935376596859,0.9999999953658767,0.9959841724988773
0.162,34.40369926175204,0.4000000148460094,0.4,-4.0381943637456704e-10,0.9999999909074185,0.9919935376549622,0.9999999953623814,0.9959841724947148
0.164,34.40369924715308,0.4000000146330591,0.4,-4.0722537747571763e-10,0.9999999908971097,0.9919935376502022,0.9999999953588596,0.9959841724905206
0.166,34.40369923243241,0.40000001441886945,0.4,-4.1058110256690944e-10,0.999999990886728,0.9919935376454065,0.9999999953553124,0.9959841724862957
0.168,34.40369921759185,0.4000000142034688,0.4,-4.1388633003929407e-10,0.999999990876276,0.9919935376405771,0.9999999953517406,0.9959841724820411
0.17,34.403699202633206,0.40000001398688484,0.4,-4.1714078497865073e-10,0.9999999908657561,0.9919935376357147,0.9999999953481448,0.995984172477758
0.172,34.403699187558324,0.4000000137691461,0.4,-4.2034419895786773e-10,0.9999999908551708,0.9919935376308209,0.9999999953445262,0.9959841724734472
0.174,34.40369917236904,0.4000000135502797,0.4,-4.2349631017312667e-10,0.9999999908445222,0.9919935376258967,0.9999999953408855,0.9959841724691101
0.176,34.40369915706721,0.4000000133303148,0.4,-4.2659686328394004e-10,0.9999999908338126,0.9919935376209433,0.9999999953372236,0.9959841724647474
0.178,34.403699141654684,0.4000000131092789,0.4,-4.2964560973091396e-10,0.9999999908230448,0.9919935376159621,0.9999999953335414,0.9959841724603604
0.18,34.40369912613335,0.40000001288720033,0.4,-4.326423073769143e-10,0.9999999908122208,0.9919935376109542,0.9999999953298396,0.9959841724559501
0.182,34.40369911050507,0.40000001266410695,0.4,-4.35586720794566e-10,0.9999999908013427,0.9919935376059208,0.9999999953261192,0.9959841724515174
0.184,34.40369909477174,0.40000001244002703,0.4,-4.3847862104792645e-10,0.9999999907904129,0.991993537600863,0.9999999953223809,0.9959841724470633
0.186,34.40369907893524,0.40000001221498865,0.4,-4.413177858870341e-10,0.999999990779434,0.991993537595782,0.9999999953186257,0.9959841724425889
0.188,34.40369906299749,0.4000000119890202,0.4,-4.4410399957929964e-10,0.9999999907684082,0.991993537590679,0.9999999953148542,0.995984172438095
0.19,34.403699046960384,0.4000000117621496,0.4,-4.4683705306946813e-10,0.9999999907573378,0.9919935375855555,0.9999999953110676,0.9959841724335833
0.192,34.40369903082586,0.4000000115344055,0.4,-4.4951674386288995e-10,0.9999999907462248,0.9919935375804121,0.9999999953072662,0.9959841724290539
0.194,34.40369901459582,0.4000000113058157,0.4,-4.5214287613360325e-10,0.9999999907350716,0.9919935375752503,0.9999999953034513,0.9959841724245084
0.196,34.40369899827222,0.40000001107640853,0.4,-4.547152606162514e-10,0.9999999907238803,0.9919935375700712,0.9999999952996235,0.9959841724199476
0.198,34.40369898185698,0.4000000108462126,0.4,-4.5723371471848887e-10,0.9999999907126536,0.991993537564876,0.9999999952957835,0.9959841724153726
0.2,34.40369896535204,0.4000000106152553,0.4,-4.596980623869589e-10,0.9999999907013931,0.9919935375596658,0.9999999952919324,0.9959841724107841
0.202,34.40369894875937,0.40000001038356564,0.4,-4.6210813420024454e-10,0.9999999906901014,0.9919935375544416,0.9999999952880708,0.9959841724061832
0.204,34.40369893208091,0.4000000101511716,0.4,-4.644637673494136e-10,0.9999999906787808,0.9919935375492048,0.9999999952841998,0.9959841724015712
0.206,34.40369891531863,0.4000000099181012,0.4,-4.667648056790901e-10,0.9999999906674333,0.9919935375439565,0.9999999952803197,0.9959841723969487
0.208,34.4036988984745,0.4000000096843829,0.4,-4.690110995836953e-10,0.999999990656061,0.9919935375386973,0.9999999952764315,0.9959841723923164
0.21,34.40369888155049,0.40000000945004494,0.4,-4.712025060614885e-10,0.9999999906446662,0.991993537533429,0.999999995272536,0.995984172387676
0.212,34.40369886454858,0.40000000921511536,0.4,-4.733388887967101e-10,0.9999999906332511,0.9919935375281523,0.999999995268634,0.9959841723830279
0.214,34.40369884747075,0.40000000897962223,0.4,-4.754201180428524e-10,0.9999999906218175,0.9919935375228685,0.9999999952647264,0.9959841723783732
0.216,34.403698830318994,0.4000000087435944,0.4,-4.774460705340318e-10,0.9999999906103684,0.9919935375175786,0.9999999952608138,0.9959841723737131
0.218,34.403698813095296,0.4000000085070592,0.4,-4.794166297487104e-10,0.9999999905989048,0.9919935375122836,0.9999999952568971,0.995984172369048
0.22,34.40369879580166,0.4000000082700455,0.4,-4.813316857065004e-10,0.9999999905874298,0.9919935375069847,0.999999995252977,0.9959841723643793
0.222,34.40369877844008,0.4000000080325809,0.4,-4.831911349984281e-10,0.999999990575945,0.9919935375016831,0.9999999952490541,0.9959841723597075
0.224,34.40369876101256,0.4000000077946933,0.4,-4.849948808193577e-10,0.9999999905644527,0.9919935374963796,0.9999999952451295,0.995984172355034
0.226,34.40369874352111,0.4000000075564117,0.4,-4.867428329009805e-10,0.9999999905529547,0.9919935374910755,0.9999999952412038,0.9959841723503596
0.228,34.40369872596774,0.4000000073177634,0.4,-4.884349075572098e-10,0.9999999905414535,0.9919935374857718,0.9999999952372776,0.9959841723456849
0.23,34.40369870835447,0.40000000707877664,0.4,-4.900710276625641e-10,0.999999990529951,0.9919935374804694,0.9999999952333519,0.9959841723410111
0.232,34.4036986906833,0.4000000068394794,0.4,-4.91651122621904e-10,0.9999999905184491,0.9919935374751695,0.9999999952294273,0.995984172336339
0.234,34.40369867295627,0.4000000065998996,0.4,-4.93175128405019e-10,0.9999999905069501,0.9919935374698731,0.9999999952255045,0.9959841723316694
0.236,34.40369865517537,0.4000000063600654,0.4,-4.946429875358187e-10,0.999999990495456,0.9919935374645812,0.9999999952215843,0.9959841723270034
0.238,34.40369863734264,0.40000000612000414,0.4,-4.96054648999382e-10,0.9999999904839687,0.991993537459295,0.9999999952176676,0.9959841723223419
0.24,34.4036986194601,0.40000000587974394,0.4,-4.974100682981605e-10,0.9999999904724901,0.9919935374540154,0.9999999952137549,0.9959841723176857
0.242,34.40369860152979,0.4000000056393127,0.4,-4.987092074671094e-10,0.9999999904610225,0.9919935374487433,0.999999995209847,0.9959841723130356
0.244,34.40369858355372,0.4000000053987381,0.4,-4.999520350477481e-10,0.9999999904495682,0.9919935374434798,0.9999999952059444,0.9959841723083923
0.246,34.40369856553392,0.4000000051580476,0.4,-5.011385259908856e-10,0.9999999904381285,0.9919935374382263,0.9999999952020484,0.9959841723037574
0.248,34.40369854747242,0.4000000049172688,0.4,-5.02268661779835e-10,0.9999999904267056,0.9919935374329831,0.9999999951981591,0.9959841722991308
0.25,34.403698529371255,0.40000000467642965,0.4,-5.033424302337031e-10,0.9999999904153017,0.9919935374277516,0.9999999951942775,0.9959841722945141
0.252,34.40369851123244,0.40000000443555717,0.4,-5.043598257041006e-10,0.9999999904039187,0.9919935374225328,0.9999999951904043,0.9959841722899077
0.254,34.40369849305802,0.40000000419467924,0.4,-5.05320848971383e-10,0.9999999903925585,0.9919935374173275,0.9999999951865401,0.9959841722853129
0.256,34.403698474850025,0.40000000395382307,0.4,-5.062255071279209e-10,0.9999999903812231,0.9919935374121372,0.9999999951826859,0.9959841722807302
0.258,34.40369845661046,0.4000000037130157,0.4,-5.070738138029128e-10,0.9999999903699142,0.9919935374069622,0.9999999951788419,0.9959841722761604
0.26,34.40369843834138,0.40000000347228476,0.4,-5.07865788779772e-10,0.9999999903586337,0.9919935374018037,0.9999999951750091,0.9959841722716046
0.262,34.403698420044805,0.40000000323165735,0.4,-5.08601458428457e-10,0.999999990347384,0.9919935373966629,0.9999999951711881,0.9959841722670635
0.264,34.40369840172276,0.4000000029911602,0.4,-5.092808552320701e-10,0.9999999903361664,0.9919935373915404,0.9999999951673797,0.9959841722625379
0.266,34.403698383377254,0.40000000275082104,0.4,-5.099040181564997e-10,0.9999999903249834,0.9919935373864373,0.9999999951635844,0.9959841722580285
0.268,34.403698365010335,0.40000000251066553,0.4,-5.104709924256085e-10,0.9999999903138362,0.9919935373813547,0.9999999951598031,0.9959841722535365
0.27,34.40369834662401,0.4000000022707218,0.4,-5.109818294780007e-10,0.9999999903027273,0.9919935373762931,0.9999999951560362,0.9959841722490622
0.272,34.403698328220315,0.40000000203101604,0.4,-5.114365870513262e-10,0.999999990291658,0.9919935373712537,0.9999999951522844,0.9959841722446067
0.274,34.40369830980125,0.4000000017915753,0.4,-5.118353291649874e-10,0.9999999902806307,0.9919935373662377,0.9999999951485485,0.9959841722401708
0.276,34.40369829136884,0.40000000155242565,0.4,-5.121781260034102e-10,0.9999999902696466,0.9919935373612457,0.9999999951448292,0.9959841722357553
0.278,34.4036982729251,0.4000000013135939,0.4,-5.124650539571155e-10,0.9999999902587079,0.9919935373562786,0.999999995141127,0.9959841722313609
0.28,34.403698254472026,0.4000000010751064,0.4,-5.126961955665159e-10,0.9999999902478165,0.9919935373513374,0.9999999951374426,0.9959841722269884
0.282,34.403698236011635,0.40000000083698917,0.4,-5.128716395154313e-10,0.9999999902369741,0.991993537346423,0.9999999951337768,0.9959841722226387
0.284,34.40369821754594,0.4000000005992686,0.4,-5.129914807110692e-10,0.9999999902261821,0.9919935373415362,0.9999999951301298,0.9959841722183123
0.286,34.40369819907692,0.4000000003619712,0.4,-5.130558199684248e-10,0.9999999902154428,0.9919935373366782,0.9999999951265027,0.9959841722140103
0.288,34.40369818060658,0.400000000125122,0.4,-5.130647643345275e-10,0.9999999902047576,0.9919935373318494,0.9999999951228958,0.9959841722097332
0.29,34.40369816213692,0.39999999988874746,0.4,-5.130184268701151e-10,0.9999999901941286,0.991993537327051,0.99999999511931,0.9959841722054819
0.292,34.40369814366992,0.3999999996528735,0.4,-5.129169265934304e-10,0.9999999901835573,0.9919935373222836,0.9999999951157458,0.9959841722012571
0.294,34.40369812520756,0.3999999994175253,0.4,-5.12760388549394e-10,0.9999999901730454,0.9919935373175482,0.9999999951122037,0.9959841721970594
0.296,34.403698106751825,0.3999999991827286,0.4,-5.125489437706952e-10,0.9999999901625946,0.9919935373128458,0.9999999951086843,0.9959841721928897
0.298,34.403698088304694,0.3999999989485089,0.4,-5.122827291805168e-10,0.9999999901522068,0.9919935373081772,0.9999999951051884,0.9959841721887488
0.3,34.40369806986813,0.39999999871489167,0.4,-5.119618876703555e-10,0.9999999901418836,0.9919935373035431,0.9999999951017167,0.9959841721846375
0.302,34.40369805144409,0.39999999848190154,0.4,-5.115865680070702e-10,0.9999999901316261,0.9919935372989444,0.9999999950982694,0.9959841721805561
0.304,34.40369803303454,0.3999999982495639,0.4,-5.11156924731285e-10,0.999999990121437,0.9919935372943819,0.9999999950948474,0.9959841721765058
0.306,34.403698014641435,0.39999999801790354,0.4,-5.106731182762794e-10,0.9999999901113172,0.9919935372898563,0.999999995091451,0.9959841721724868
0.308,34.40369799626672,0.39999999778694534,0.4,-5.101353148231583e-10,0.9999999901012687,0.9919935372853689,0.9999999950880814,0.9959841721685003
0.31,34.403697977912344,0.39999999755671356,0.4,-5.095436863851561e-10,0.9999999900912928,0.9919935372809199,0.9999999950847382,0.9959841721645466
0.312,34.40369795958022,0.3999999973272333,0.4,-5.088984105871485e-10,0.9999999900813913,0.9919935372765104,0.9999999950814228,0.9959841721606267
0.314,34.40369794127229,0.39999999709852824,0.4,-5.081996708018366e-10,0.9999999900715658,0.9919935372721412,0.9999999950781356,0.9959841721567412
0.316,34.40369792299048,0.3999999968706233,0.4,-5.074476560654419e-10,0.9999999900618178,0.991993537267813,0.9999999950748768,0.9959841721528907
0.318,34.4036979047367,0.3999999966435424,0.4,-5.066425610323125e-10,0.9999999900521489,0.9919935372635266,0.9999999950716473,0.9959841721490759
0.32,34.40369788651286,0.399999996417309,0.4,-5.057845859749227e-10,0.9999999900425606,0.9919935372592827,0.9999999950684477,0.9959841721452974
0.322,34.40369786832085,0.39999999619194737,0.4,-5.048739366801138e-10,0.9999999900330547,0.9919935372550822,0.9999999950652781,0.995984172141556
0.324,34.403697850162565,0.39999999596748065,0.4,-5.039108244274779e-10,0.9999999900236323,0.9919935372509256,0.9999999950621394,0.9959841721378522
0.326,34.403697832039896,0.39999999574393297,0.4,-5.028954660455603e-10,0.9999999900142951,0.9919935372468143,0.9999999950590324,0.9959841721341869
0.328,34.403697813954714,0.3999999955213268,0.4,-5.018280837994541e-10,0.9999999900050446,0.9919935372427481,0.9999999950559569,0.9959841721305603
0.33,34.4036977959089,0.3999999952996863,0.4,-5.007089052827178e-10,0.9999999899958822,0.9919935372387283,0.9999999950529139,0.9959841721269734
0.332,34.4036977779043,0.39999999507903367,0.4,-4.995381636162468e-10,0.9999999899868095,0.9919935372347556,0.999999995049904,0.9959841721234267
0.334,34.40369775994277,0.3999999948593925,0.4,-4.983160970980862e-10,0.9999999899778281,0.9919935372308306,0.9999999950469275,0.9959841721199211
0.336,34.403697742026154,0.39999999464078473,0.4,-4.970429494368892e-10,0.9999999899689389,0.991993537226954,0.9999999950439848,0.9959841721164567
0.338,34.40369772415629,0.3999999944232332,0.4,-4.957189695119738e-10,0.999999989960144,0.9919935372231267,0.9999999950410768,0.9959841721130345
0.34,34.403697706335,0.3999999942067603,0.4,-4.943444114770818e-10,0.9999999899514443,0.9919935372193491,0.9999999950382037,0.9959841721096548
0.342,34.403697688564094,0.3999999939913881,0.4,-4.929195346004175e-10,0.9999999899428414,0.9919935372156222,0.9999999950353661,0.9959841721063186
0.344,34.40369767084539,0.3999999937771387,0.4,-4.914446034094772e-10,0.9999999899343367,0.9919935372119463,0.9999999950325643,0.9959841721030261
0.346,34.40369765318068,0.39999999356403365,0.4,-4.899198874078739e-10,0.9999999899259312,0.9919935372083224,0.9999999950297992,0.9959841720997782
0.348,34.403697635571746,0.3999999933520953,0.4,-4.883456611704494e-10,0.999999989917627,0.991993537204751,0.9999999950270708,0.9959841720965752
0.35,34.40369761802038,0.3999999931413446,0.4,-4.867222043648912e-10,0.9999999899094245,0.9919935372012327,0.9999999950243799,0.9959841720934177
0.352,34.40369760052834,0.3999999929318027,0.4,-4.850498015204358e-10,0.9999999899013255,0.9919935371977684,0.9999999950217268,0.9959841720903064
0.354,34.403697583097376,0.39999999272349096,0.4,-4.833287422180937e-10,0.9999999898933316,0.9919935371943586,0.9999999950191121,0.995984172087242
0.356,34.403697565729246,0.39999999251643037,0.4,-4.815593208139587e-10,0.9999999898854436,0.9919935371910036,0.9999999950165359,0.9959841720842244
0.358,34.40369754842568,0.39999999231064154,0.4,-4.797418365408049e-10,0.9999999898776629,0.9919935371877046,0.9999999950139992,0.995984172081255
0.36,34.403697531188406,0.3999999921061452,0.4,-4.778765934713391e-10,0.999999989869991,0.9919935371844617,0.9999999950115018,0.9959841720783336
0.362,34.403697514019136,0.3999999919029614,0.4,-4.759639003733703e-10,0.9999999898624286,0.9919935371812759,0.9999999950090448,0.9959841720754612
0.364,34.40369749691957,0.39999999170111067,0.4,-4.740040707184558e-10,0.9999999898549774,0.9919935371781476,0.9999999950066282,0.9959841720726382
0.366,34.4036974798914,0.3999999915006131,0.4,-4.719974226927101e-10,0.9999999898476386,0.9919935371750774,0.9999999950042526,0.995984172069865
0.368,34.40369746293631,0.3999999913014878,0.4,-4.6994427909953e-10,0.9999999898404132,0.9919935371720662,0.9999999950019184,0.9959841720671423
0.37,34.403697446055965,0.3999999911037551,0.4,-4.678449672126033e-10,0.9999999898333023,0.9919935371691139,0.9999999949996259,0.9959841720644703
0.372,34.40369742925202,0.3999999909074338,0.4,-4.656998189207383e-10,0.9999999898263071,0.9919935371662215,0.9999999949973756,0.9959841720618499
0.374,34.40369741252612,0.3999999907125431,0.4,-4.635091705570946e-10,0.999999989819429,0.9919935371633896,0.9999999949951678,0.9959841720592809
0.376,34.403697395879895,0.3999999905191026,0.4,-4.612733629056671e-10,0.9999999898126687,0.9919935371606188,0.9999999949930031,0.9959841720567646
0.378,34.40369737931497,0.39999999032713046,0.4,-4.589927410888807e-10,0.9999999898060276,0.991993537157909,0.9999999949908817,0.995984172054301
