Time,gENCLS2.delta,gENCLS2.P,gENCLS2.omega,GEN1.V,LOAD.V,GEN2.V,FAULT.V
4.848,8.484844092644057,0.7924581773215713,0.0005614382245591804,0.9541119099058791,0.9221414535744922,0.948595617252017,0.9346773504567296
4.85,8.503878061002004,0.792878357675598,0.0004959927904618284,0.9540899852580008,0.922129414104009,0.9485939267322129,0.9346713479903167
4.852,8.520554785247757,0.7932464719841785,0.00043048166458880177,0.9540707550564048,0.9221188402239151,0.9485924247385178,0.9346660652480595
4.854,8.534872056714057,0.7935624830314574,0.0003649135277894688,0.9540542300853908,0.9221097434091948,0.9485911197255671,0.9346615122989005
4.856,8.546827979350585,0.7938263589044366,0.0002992970666736548,0.9540404196119564,0.9221021335213474,0.9485900189597009,0.9346576977963081
4.858,8.556420969915415,0.7940380729800971,0.00023364097272905135,0.954029331380696,0.9220960188025034,0.9485891285143996,0.9346546289729727
4.86,8.563649758134767,0.7941976039146094,0.00016795394144042286,0.9540209716095371,0.9220914058705088,0.94858845326647,0.9346523116363751
4.862,8.568513386831066,0.79430493563465,0.00010224467141061155,0.9540153449863159,0.9220882997149799,0.9485879968929846,0.9346507501652292
4.864,8.571011212019398,0.7943600573308488,3.652186348252036e-05,0.9540124546661978,0.9220867036943258,0.9485877618689719,0.9346499475067996
4.866,8.571142902972362,0.7943629634533704,-2.920578013769799e-05,0.9540123022699394,0.922086619533748,0.948587749465865,0.9346499051750964
4.868,8.568908442253367,0.794313653709645,-9.492955675706939e-05,0.9540148878829975,0.9220880473242107,0.9485879597507028,0.9346506232499491
4.87,8.564308125718396,0.7942121330642465,-0.0001606407640718526,0.9540202100554811,0.922090985522387,0.9485883915860882,0.9346521003769562
4.872,8.557342562486209,0.794058411740926,-0.00022633070104404455,0.9540282658029503,0.9220954309515793,0.948589042630902,0.9346543337683165
4.874,8.548012674877002,0.793852505226789,-0.00029199066877811145,0.9540390506080582,0.9221013788036122,0.9485899093417715,0.9346573192045343
4.876,8.536319698319476,0.7935944342786134,-0.0003576119713987698,0.9540525584230388,0.9221088226417008,0.9485909869752949,0.934661051037005
4.878,8.522265181226315,0.7932842249312954,-0.0004231859169298226,0.954068781673036,0.9221177544042889,0.9485922695910194,0.9346655221914763
4.88,8.505850984837933,0.7929219085084042,-0.0004887038181748715,0.9540877112602735,0.9221281644098561,0.9485937500551697,0.9346707241723796
4.882,8.487079283034555,0.7925075216348314,-0.0005541569935996705,0.9541093365690654,0.922140041362695,0.9485954200451312,0.9346766470680408
4.884,8.465952562116446,0.7920411062515039,-0.0006195367682169356,0.9541336454716609,0.9221533723596492,0.9485972700546782,0.9346832795567531
4.886,8.442473620552285,0.7915227096321388,-0.0006848344744736024,0.9541606243349238,0.9221681428978157,0.9485992893999505,0.9346906089137226
4.888,8.416645568695465,0.7909523844020032,-0.000750041453141335,0.9541902580278411,0.9221843368832006,0.9486014662261737,0.9346986210188739
4.89,8.38847182846837,0.7903301885586457,-0.0008151490542100348,0.9542225299298601,0.9222019366403328,0.9486037875151193,0.9347073003655187
4.892,8.357956133014353,0.7896561854945594,-0.0008801486377851409,0.9542574219400434,0.9222209229228195,0.9486062390933028,0.9347166300698759
4.894,8.325102526317414,0.7889304440217337,-0.0009450315749886919,0.9542949144870455,0.9222412749248508,0.9486088056409159,0.9347265918814477
4.896,8.28991536278925,0.7881530383980426,-0.001009789248864923,0.9543349865398989,0.9222629702936361,0.9486114707014872,0.934737166194239
4.898,8.252399306823737,0.7873240483554268,-0.0010744130552901208,0.9543776156196083,0.922285985142775,0.9486142166922695,0.9347483320588186
4.9,8.212559332318495,0.7864435591298066,-0.0011388944038874958,0.9544227778115455,0.9223102940665497,0.948617024915346,0.9347600671952161
4.902,8.170400722163526,0.7855116614926744,-0.0012032247189470064,0.9544704477786385,0.9223358701551357,0.9486198755694538,0.9347723480066473
4.904,8.125929067696466,0.7845284517842971,-0.0012673954403508714,0.9545205987753488,0.922362685010722,0.948622747762516,0.9347851495940631
4.906,8.079150268124595,0.7834940319484704,-0.0013313980245044598,0.9545732026624292,0.9223907087645313,0.9486256195248789,0.9347984457715129
4.908,8.030070529913111,0.7824085095687532,-0.0013952239452732684,0.9546282299224558,0.9224199100947338,0.9486284678232475,0.9348122090823164
4.91,7.9786963661397055,0.7812719979061101,-0.0014588646949258875,0.9546856496761237,0.9224502562452438,0.9486312685753125,0.9348264108160373
4.912,7.925034595814844,0.7800846159378853,-0.0015223117850836339,0.9547454296993002,0.9224817130453911,0.9486339966650632,0.9348410210262471
4.914,7.86909234316797,0.7788464883980334,-0.0015855567476765042,0.9548075364408265,0.9225142449304563,0.9486366259587774,0.9348560085490741
4.916,7.8108770368990275,0.7775577458185241,-0.0016485911359061004,0.9548719350410575,0.9225478149630584,0.9486391293216824,0.9348713410225266
4.918,7.750396409395361,0.7762185245718364,-0.0017114065252153807,0.9549385893511322,0.9225823848553879,0.9486414786352786,0.9348869849065812
4.92,7.687658495913295,0.7748289669144509,-0.0017739945142658563,0.9550074619529616,0.9226179149922688,0.9486436448153195,0.9349029055040272
4.922,7.62267163372468,0.7733892210312628,-0.001836346725921836,0.9550785141799271,0.9226543644550415,0.948645597830435,0.9349190669820564
