Time,cSVGN1.Q,GEN1.V,LOAD.V,GEN2.V,SHUNT.V,FAULT.V
4.74,0.0967342119538932,1.0027140150940455,0.9987167387356419,1.0043979415497466,1.0063612556940227,1.0015551184543328
4.76,0.09660653164559557,1.0026912912249855,0.9986952456942539,1.0043792422915128,1.0063348952462055,1.0015349759392957
4.78,0.09647450053981955,1.0026094663086305,0.9986453263142794,1.004341140508937,1.0062844411301686,1.0014908414865469
4.8,0.09633931281680261,1.0024798970249775,0.9985732554195793,1.004287817866094,1.0062151541479445,1.0014279420560317
4.82,0.09620137187502527,1.0023062062805732,0.9984805934384164,1.004220278340814,1.0061283261112433,1.0013475559233276
4.84,0.09606103744975072,1.002092160415822,0.9983688123943592,1.0041394588188495,1.006025168984014,1.0012508832759763
4.86,0.09591868652623158,1.001840948022231,0.9982391549259811,1.0040461264547467,1.005906694145937,1.0011389218776705
4.88,0.0957747144894319,1.0015548823054206,0.9980925203046103,1.0039407975847183,1.0057736144060567,1.0010123685638865
4.9,0.09562927993032547,1.0012374177260437,0.9979297649099778,1.0038240150431843,1.005626633763601,1.0008719230667613
4.92,0.09548253889406429,1.0008908804790682,0.9977513086565734,1.0036960348905382,1.0054660957728407,1.0007179230779852
4.94,0.09533456052761785,1.0005169033295722,0.9975571499843124,1.0035568623276534,1.0052920094475528,1.0005503744805846
4.96,0.09518639095379411,1.0001252910447995,0.9973526911440348,1.0034100910250074,1.005108901107694,1.0003737731421072
4.98,0.09503876038051118,0.9997232475295966,0.9971416682055098,1.0032582340691494,1.0049199198968124,1.000191246851215
5.0,0.0948915832040066,0.9993110392530669,0.9969233824321807,1.0031009193785747,1.0047245445016455,1.0000022761883043
5.02,0.09474519478212853,0.9988923364227561,0.9966994735248536,1.0029393466706644,1.004524220087601,0.9998082965040135
5.04,0.09459989990109513,0.9984704054971753,0.9964714382332268,1.0027746510409454,1.0043202909584967,0.9996106432902471
5.06,0.09445680311471466,0.9980564880181205,0.9962459195370825,1.0026113655940392,1.0041183857912444,0.999414916613972
5.08,0.09431625440337905,0.997654227166243,0.9960248404444584,1.0024509377743742,1.0039202219695484,0.9992228243677734
5.1,0.09417866229669539,0.9972677949762352,0.9958105601530647,1.0022951130634106,1.0037278856989462,0.9990364420262985
5.12,0.09404454700253925,0.9969024728305595,0.9956062226442041,1.0021461535618343,1.0035441149251678,0.9988584942290091
5.14,0.09391425839553433,0.9965625467447583,0.9954143914575239,1.002005943658818,1.0033711641064476,0.99869122829336
5.16,0.09378811974041555,0.9962522444598055,0.9952376498189672,1.001876373499591,1.0032112980233459,0.9985369031856312
5.18,0.09366664106223968,0.9959770439525257,0.9950794390918697,1.0017598679384314,1.0030674779818785,0.9983984682869725
5.2,0.0935502254505116,0.9957419421134373,0.9949429133158715,1.0016586435151797,1.0029424114406917,0.9982786232251251
5.22,0.09343908064154875,0.9955501129966208,0.9948301070455852,1.0015741639904208,1.002837864089078,0.9981791311803864
5.24,0.0933327084887534,0.9953974482114362,0.9947385281382847,1.0015049365143156,1.0027518526829495,0.9980980241809498
5.26,0.09323148588998813,0.9952894497604239,0.9946716990298929,1.0014533271815431,1.0026873280849833,0.9980382476662952
5.28,0.09313536342793441,0.9952273865396074,0.9946305000510224,1.0014199555923786,1.0026450392062685,0.9980005561455553
5.3,0.093044213085635,0.9952120044203777,0.9946154878389104,1.0014051945650821,1.0026254431540018,0.9979854149005072
5.32,0.09295782701706873,0.9952419266124345,0.9946258025995632,1.0014085365339345,1.00262785904634,0.9979921499554276
5.34,0.09287591440356893,0.9953167183376427,0.9946612706157945,1.0014298092145155,1.0026520936511958,0.9980205814046224
5.36,0.09279810164690777,0.995434801759489,0.9947209776820708,1.001468349624005,1.0026973375493904,0.9980699144580104
5.38,0.09272392919581196,0.9955937857930011,0.9948035038738744,1.0015231392470538,1.0027623461332167,0.9981389214411848
5.4,0.09265317405627593,0.9957926661666474,0.9949082343732613,1.0015937003381914,1.0028465562606872,0.9982270475173908
5.42,0.09258546213297632,0.996029169694237,0.9950337919705675,1.0016790242282094,1.0029487508874784,0.998333088486965
5.44,0.09252017433578773,0.9962990774439944,0.9951776434593412,1.0017773046593996,1.0030667254280445,0.9984548603024009
5.46,0.0924567502294461,0.9965982276457598,0.995337290439467,1.0018867566201408,1.0031983055791993,0.9985902064435592
5.48,0.0923947209690217,0.9969231951620232,0.9955106804391168,1.002005891774958,1.0033416908247494,0.9987373413548979
5.5,0.09233383262051519,0.9972725263184553,0.9956969444174089,1.0021340181820828,1.003496077163956,0.9988954698767958
5.52,0.0922734054554094,0.9976400842256078,0.9958924536475479,1.002268583994502,1.0036583382437656,0.9990614850800785
5.54,0.09221290901409447,0.9980209291977011,0.9960943156740896,1.0024075377699457,1.00382597145434,0.9992328992317628
5.56,0.09215181757674677,0.9984098456641648,0.9962995045123008,1.0025487437869958,1.0039963664736389,0.9994071161852673
5.58,0.09208992945695646,0.9988060478645404,0.9965076525582229,1.0026918556131996,1.0041691445106915,0.9995837654099776
5.6,0.09202668892747908,0.9992030450890533,0.9967150467327365,1.002834292922706,1.0043411319432094,0.9997596864199157
5.62,0.09196169769846148,0.9995962059276611,0.9969191138949687,1.0029742500418195,1.0045101174736544,0.9999326776432061
5.64,0.0918945904617428,0.999980866125189,0.9971172996619314,1.0031099453320602,1.0046739140215777,1.0001005602235726
5.66,0.0918251096299677,1.000354423817494,0.9973082934283823,1.0032404423925674,1.0048313816774546,1.0002622019095275
5.68,0.09175300650812976,1.0007132809667378,0.9974902356159535,1.0033644489976463,1.0049809316189775,1.0004160190724807
5.7,0.09167807664134926,1.0010537860163762,0.9976612669654232,1.0034806851690128,1.0051209847854563,1.0005604357169495
5.72,0.09160019501163878,1.0013731511957595,0.997820060417999,1.003588238800081,1.0052504155813533,1.0006943274475546
5.74,0.09151921140567253,1.0016685097774558,0.9979652394558441,1.003686176201939,1.005368063425507,1.000816536003242
5.76,0.09143497568288579,1.0019371291801842,0.9980954992734772,1.00377362136828,1.0054728335145802,1.000925969221325
