Time,gENROU.delta,gENROU.PELEC,gENROU.PMECH,gENROU.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
6.058,34.38379716787184,0.39011945782813756,0.4,0.0002479188535999128,0.9961627487292006,0.9897675782914387,0.9985004433173346,0.9941190360447495
6.06,34.392763096377045,0.3903234614315853,0.4,0.00025018030641709896,0.9961587240432213,0.9897639484678092,0.9984983995285641,0.9941162558629201
6.062,34.40180957421103,0.39052833953913546,0.4,0.0002523937830027368,0.9961546823758626,0.9897603006561939,0.9984963445172262,0.9941134612112656
6.064,34.41093487068072,0.39073405769033726,0.4,0.0002545590875503487,0.9961506247237829,0.9897566356263555,0.9984942787223465,0.9941106526832613
6.066,34.420137248189306,0.39094058140323823,0.4,0.0002566760323254389,0.9961465520845856,0.9897529541503737,0.9984922025849828,0.9941078308746172
6.068,34.42941496252689,0.39114787617979685,0.4,0.00025874443766912765,0.9961424654567446,0.9897492570025874,0.9984901165482032,0.9941049963832418
6.07,34.438766263161256,0.3913559075112834,0.4,0.0002607641320005276,0.996138365839531,0.9897455449595359,0.9984880210570614,0.9941021498092026
6.072,34.448189393528686,0.39156464088365844,0.4,0.00026273495181785504,0.9961342542329354,0.9897418187998971,0.998485916558572,0.9940992917546843
6.074,34.45768259132482,0.3917740417829354,0.4,0.00026465674169829533,0.9961301316375901,0.9897380793044231,0.9984838035016821,0.9940964228239448
6.076,34.467244088795496,0.39198407570052424,0.4,0.00026652935429660914,0.9961259990546887,0.9897343272558762,0.9984816823372427,0.9940935436232708
6.078,34.47687211302747,0.39219470813855295,0.4,0.00026835265034249787,0.9961218574859049,0.9897305634389596,0.9984795535179767,0.9940906547609302
6.08,34.486564886239066,0.3924059046151697,0.4,0.00027012649863672326,0.9961177079333093,0.989726788640249,0.9984774174984472,0.9940877568471223
6.082,34.49632062607063,0.39261763066982414,0.4,0.00027185077604599956,0.9961135513992834,0.98972300364812,0.9984752747350218,0.9940848504939269
6.084,34.50613754587481,0.3928298518685252,0.4,0.00027352536749664666,0.9961093888864334,0.9897192092526748,0.9984731256858368,0.9940819363152511
6.086,34.51601385500656,0.3930425338090762,0.4,0.00027515016596702283,0.9961052213975015,0.9897154062456657,0.9984709708107591,0.9940790149267736
6.088,34.525947759112874,0.3932556421262864,0.4,0.00027672507247873343,0.9961010499352748,0.9897115954204172,0.9984688105713448,0.9940760869458877
6.09,34.53593746042215,0.3934691424971608,0.4,0.00027824999608663293,0.9960968755024946,0.9897077775717465,0.9984666454307994,0.9940731529916421
6.092,34.545981158033165,0.3936830006460578,0.4,0.00027972485386761135,0.99609269910176,0.9897039534958811,0.998464475853933,0.9940702136846795
6.094,34.55607704820371,0.3938971823498312,0.4,0.00028114957090818316,0.9960885217354344,0.9897001239903734,0.9984623023071142,0.9940672696471731
6.096,34.566223324638656,0.39411165344293625,0.4,0.0002825240802908763,0.9960843444055465,0.989696289854017,0.9984601252582241,0.9940643215027619
6.098,34.576418178777544,0.3943263798225152,0.4,0.0002838483230794384,0.9960801681136914,0.9896924518867555,0.9984579451766072,0.9940613698764834
6.1,34.58665980008163,0.39454132745345116,0.4,0.00028512224830285285,0.9960759938609293,0.9896886108895943,0.9984557625330198,0.9940584153947037
6.102,34.596946376320346,0.3947564623733963,0.4,0.00028634581293818354,0.9960718226476823,0.9896847676645064,0.998453577799577,0.9940554586850473
6.104,34.607276093857074,0.39497175069776824,0.4,0.00028751898189224563,0.9960676554736304,0.98968092301434,0.9984513914497005,0.9940525003763236
6.106,34.6176471379343,0.39518715862472037,0.4,0.00028864172798211997,0.9960634933376034,0.9896770777427206,0.9984492039580606,0.994049541098452
6.108,34.628057692958,0.3954026524400762,0.4,0.00028971403191450646,0.9960593372374739,0.9896732326539525,0.998447015800518,0.9940465814823847
6.11,34.63850594278128,0.39561819852223973,0.4,0.0002907358822639328,0.9960551881700469,0.9896693885529194,0.9984448274540665,0.9940436221600281
6.112,34.648990070987196,0.39583376334706893,0.4,0.0002917072754498191,0.9960510471309476,0.9896655462449816,0.9984426393967695,0.994040663764162
6.114,34.659508261170764,0.39604931349271727,0.4,0.0002926282157124148,0.9960469151145078,0.989661706535871,0.9984404521076976,0.9940377069283572
6.116,34.67005869722005,0.3962648156444465,0.4,0.0002934987150876051,0.9960427931136508,0.9896578702315865,0.9984382660668647,0.994034752286891
6.118,34.68063956359632,0.39648023659940107,0.4,0.00029431879338060265,0.9960386821197745,0.9896540381382841,0.9984360817551609,0.9940318004746602
6.12,34.69124904561329,0.39669554327135237,0.4,0.0002950884781385274,0.9960345831226317,0.9896502110621683,0.9984338996542845,0.9940288521270944
6.122,34.70188532971528,0.3969107026954046,0.4,0.0002958078046218886,0.9960304971102112,0.9896463898093798,0.9984317202466726,0.9940259078800645
6.124,34.71254660375441,0.39712568203266935,0.4,0.00029647681577497014,0.9960264250686136,0.9896425751858816,0.9984295440154298,0.9940229683697925
6.126,34.72323105726663,0.3973404485749034,0.4,0.0002970955621951332,0.9960223679819303,0.9896387679973448,0.9984273714442561,0.9940200342327578
6.128,34.73393688174667,0.397554969749106,0.4,0.0002976641021010406,0.9960183268321156,0.98963496904903,0.9984252030173709,0.9940171061056015
6.13,34.74466227092183,0.3977692131220861,0.4,0.0002981825012998167,0.9960143025988615,0.9896311791456697,0.9984230392194389,0.99401418462503
6.132,34.755405421024555,0.3979831464049872,0.4,0.0002986508331531451,0.9960102962594684,0.9896273990913469,0.9984208805354917,0.9940112704277172
6.134,34.76616453106377,0.3981967374577761,0.4,0.00029906917854231885,0.9960063087887152,0.9896236296893735,0.9984187274508491,0.9940083641502033
6.136,34.77693780309493,0.39840995429369286,0.4,0.0002994376258322478,0.9960023411587283,0.9896198717421661,0.9984165804510392,0.9940054664287951
6.138,34.78772344248879,0.39862276508366284,0.4,0.00029975627083443613,0.9959983943388483,0.9896161260511218,0.9984144400217158,0.9940025778994607
6.14,34.798519658198785,0.3988351381606666,0.4,0.0003000252167689357,0.9959944692954951,0.9896123934164898,0.9984123066485763,0.9939996991977265
6.142,34.80932466302704,0.39904704202407304,0.4,0.00030024457422528724,0.9959905669920334,0.9896086746372438,0.9984101808172765,0.9939968309585705
6.144,34.82013667388897,0.39925844534392996,0.4,0.00030041446112245726,0.9959866883886345,0.9896049705109525,0.9984080630133455,0.9939939738163149
6.146,34.830953912076346,0.3994693169652137,0.4,0.00030053500266778146,0.9959828344421378,0.989601281833648,0.9984059537220975,0.9939911284045173
6.148,34.84177460351901,0.39967962591203904,0.4,0.00030060633131492344,0.9959790061059121,0.9895976093996929,0.9984038534285445,0.9939882953558599
6.15,34.852596979044925,0.39988934139182514,0.4,0.00030062858672085907,0.9959752043297131,0.9895939540016475,0.9984017626173066,0.9939854753020386
6.152,34.863419274638666,0.4000984327994212,0.4,0.00030060191570189604,0.9959714300595433,0.9895903164301336,0.9983996817725204,0.9939826688736497
6.154,34.87423973169842,0.4003068697211863,0.4,0.00030052647218873924,0.995967684237506,0.9895866974736987,0.9983976113777484,0.9939798767000766
6.156,34.885056597291246,0.4005146219390299,0.4,0.00030040241718061147,0.9959639678016632,0.989583097918678,0.9983955519158847,0.9939770994093728
6.158,34.89586812440672,0.4007216594344058,0.4,0.0003002299186984399,0.9959602816858887,0.9895795185490565,0.998393503869062,0.9939743376281478
6.16,34.90667257220881,0.4009279523922618,0.4,0.00030000915173711935,0.995956626819722,0.9895759601463283,0.9983914677185556,0.9939715919814475
6.162,34.91746820628616,0.4011334712049483,0.4,0.0002997402982168609,0.9959530041282203,0.9895724234893568,0.9983894439446884,0.9939688630926371
6.164,34.928253298900394,0.40133818647607833,0.4,0.00029942354693363884,0.9959494145318112,0.9895689093542321,0.9983874330267326,0.9939661515832808
6.166,34.93902612923286,0.40154206902434264,0.4,0.0002990590935087449,0.995945858946142,0.989565418514129,0.9983854354428128,0.9939634580730219
6.168,34.9497849836293,0.40174508988728214,0.4,0.00029864714033746146,0.9959423382819301,0.9895619517391632,0.9983834516698059,0.9939607831794605
6.17,34.96052815584288,0.40194722032501035,0.4,0.00029818789653686243,0.9959388534448123,0.9895585097962468,0.9983814821832436,0.993958127518032
6.172,34.971253947275166,0.4021484318238927,0.4,0.0002976815778927563,0.9959354053351926,0.9895550934489439,0.9983795274572096,0.9939554917018842
6.174,34.98196066721523,0.4023486961001759,0.4,0.00029712840680577897,0.9959319948480905,0.989551703457324,0.99837758796424,0.9939528763417529
6.176,34.992646633076845,0.40254798510357387,0.4,0.00029652861223664994,0.995928622872987,0.9895483405778164,0.9983756641752211,0.9939502820458372
6.178,35.003310170633576,0.4027462710208018,0.4,0.0002958824296506,0.9959252902936723,0.9895450055630627,0.9983737565592865,0.9939477094196758
6.18,35.013949614252,0.4029435262790668,0.4,0.0002951901009609853,0.9959219979880909,0.9895416991617693,0.9983718655837147,0.9939451590660193
6.182,35.02456330712279,0.40313972354950744,0.4,0.00029445187447209585,0.9959187468281876,0.9895384221185598,0.9983699917138249,0.9939426315847055
6.184,35.03514960148972,0.4033348357505855,0.4,0.00029366800482117327,0.9959155376797525,0.9895351751738267,0.9983681354128733,0.993940127572532
6.186,35.045706858876635,0.40352883605142853,0.4,0.0002928387529196437,0.9959123714022657,0.9895319590635822,0.9983662971419484,0.993937647623129
6.188,35.05623345031223,0.4037216978751254,0.4,0.00029196438589358415,0.995909248848742,0.9895287745193095,0.9983644773598657,0.9939351923268315
