Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
7.484,35.23646720525155,0.4057586557157069,0.4,-4.0336395313177146e-05,0.9970298661278753,0.9901832052272638,0.9988034724771746,0.9944823288499062
7.486,35.234990997398214,0.4057210713938021,0.4,-4.167366772549366e-05,0.9970335595235693,0.9901856697772168,0.9988050566224772,0.9944843440737035
7.488,35.23346680914425,0.40568270694576875,0.4,-4.3001942887603305e-05,0.9970372747281192,0.9901881526622026,0.9988066517598937,0.9944863737709823
7.49,35.23189496764476,0.4056435706509749,0.4,-4.4321040341444565e-05,0.9970410113891497,0.990190653608734,0.9988082577180679,0.9944884177210731
7.492,35.23027580651609,0.4056036708840898,0.4,-4.563078159133513e-05,0.9970447691514527,0.9901931723409433,0.9988098743241935,0.9944904757014134
7.494,35.228609665764765,0.40556301611351614,0.4,-4.693099012586908e-05,0.997048547657063,0.9901957085806453,0.998811501404057,0.9944925474875985
7.496,35.2268968917157,0.4055216148998095,0.4,-4.8221491439447484e-05,0.997052346545331,0.9901982620473961,0.9988131387820738,0.9944946328534313
7.498,35.22513783693957,0.40547947589408917,0.4,-4.950211305343335e-05,0.997056165452998,0.990200832458554,0.9988147862813296,0.9944967315709713
7.5,35.22333286017948,0.4054366078364375,0.4,-5.0772684536937755e-05,0.9970600040142691,0.99020341952934,0.9988164437236199,0.994498843410585
7.502,35.2214823262769,0.40539301955429335,0.4,-5.2033037527223484e-05,0.9970638618608904,0.9902060229729002,0.9988181109294895,0.9945009681409975
7.504,35.21958660609683,0.4053487199608334,0.4,-5.328300574973289e-05,0.997067738622222,0.9902086425003652,0.9988197877182732,0.9945031055293411
7.506,35.217646076452255,0.40530371805334536,0.4,-5.452242503773496e-05,0.9970716339253153,0.9902112778209128,0.9988214739081348,0.9945052553412065
7.508,35.21566112002794,0.4052580229115949,0.4,-5.5751133351586625e-05,0.9970755473949883,0.9902139286418299,0.9988231693161088,0.994507417340695
7.51,35.21363212530351,0.4052116436961814,0.4,-5.6968970797615094e-05,0.9970794786538995,0.9902165946685726,0.9988248737581393,0.994509591290467
7.512,35.211559486475856,0.4051645896468876,0.4,-5.817577964660803e-05,0.9970834273226274,0.9902192756048307,0.9988265870491216,0.9945117769517952
7.514,35.209443603380876,0.40511687008102065,0.4,-5.9371404351918754e-05,0.9970873930197435,0.9902219711525873,0.9988283090029418,0.9945139740846137
7.516,35.20728488141461,0.4050684943917471,0.4,-6.055569156717802e-05,0.9970913753618916,0.9902246810121829,0.9988300394325172,0.9945161824475708
