Time,gENSAL.delta,gENSAL.PELEC,gENSAL.PMECH,gENSAL.SPEED,iEESGO.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
1.568,13.500532623982226,0.6084984984572612,0.3999716373989102,0.0016804120355980105,0.3999716373989102,0.9944935592181844,0.9454754636307351,0.9610668473296715,0.9521807887310723
1.57,13.56017241093695,0.609375528545266,0.39997124832237246,0.0016328770182719408,0.39997124832237246,0.9945386909059503,0.9455210587995492,0.9611142769767839,0.9522296104459848
1.572,13.618097471582164,0.6102244862335184,0.39997086493991163,0.0015851505269353628,0.39997086493991163,0.994583384676236,0.9455657738408331,0.9611605576205406,0.95227734187285
1.574,13.674301027934765,0.6110452539311851,0.3999704872928175,0.0015372389593425139,0.3999704872928175,0.99462765375854,0.9456096202721506,0.9612056966627651,0.9523239924483003
1.576,13.728776532794797,0.6118377183177413,0.3999701154216696,0.0014891487388631632,0.3999701154216696,0.9946715111912234,0.9456526094166536,0.9612497014014806,0.9523695714630308
1.578,13.781517670650093,0.6126017703653711,0.39996974936633206,0.0014408863135091004,0.39996974936633206,0.9947149698117124,0.9456947523939392,0.9612925790241593,0.9524140880537706
1.58,13.832518358545805,0.6133373053604981,0.39996938916594743,0.0013924581549557267,0.39996938916594743,0.9947580422468801,0.9457360601111165,0.9613343366011324,0.9524575511954378
1.582,13.8817727469186,0.6140442229244417,0.3999690348589314,0.001343870757558949,0.3999690348589314,0.9948007409036175,0.9457765432540882,0.9613749810791649,0.9524999696934923
1.584,13.929275220395402,0.6147224270332015,0.3999686864829674,0.0012951306373675713,0.3999686864829674,0.9948430779596008,0.9458162122790574,0.9614145192752027,0.9525413521764848
1.586,13.975020398556488,0.6153718260363735,0.3999683440750007,0.001246244331131385,0.3999683440750007,0.9948850653542701,0.945855077404268,0.9614529578702992,0.9525817070888206
1.588,14.019003136662818,0.6159923326751905,0.39996800767123397,0.0011972183953051546,0.39996800767123397,0.9949267147800229,0.9458931486019838,0.9614903034037223,0.9526210426837319
1.59,14.061218526347409,0.6165838640996942,0.3999676773071214,0.0011480594050486974,0.3999676773071214,0.9949680376736353,0.9459304355907199,0.9615265622672554,0.9526593670164787
1.592,14.101661896270683,0.6171463418850343,0.39996735301736414,0.0010987739532232546,0.39996735301736414,0.9950090452079186,0.945966947827727,0.961561740699689,0.9526966879377738
1.594,14.140328812739584,0.617679692046899,0.39996703483590507,0.0010493686493843533,0.39996703483590507,0.9950497482836194,0.9460026945017417,0.9615958447815172,0.9527330130874462
1.596,14.177215080290404,0.6181838450560768,0.3999667227959238,0.000999850118771355,0.3999667227959238,0.9950901575215743,0.9460376845260068,0.9616288804298354,0.9527683498883447
1.598,14.212316742235158,0.6186587358521467,0.39996641692983237,0.0009502250012938887,0.39996641692983237,0.9951302832551241,0.946071926531571,0.9616608533934535,0.95280270554049
1.6,14.245630081171434,0.6191043038563059,0.3999661172692702,0.0009004999505153672,0.3999661172692702,0.9951701355227964,0.94610542886087,0.9616917692482202,0.9528360870154785
1.602,14.277151619455584,0.6195204929833253,0.39996582384509966,0.0008506816326337816,0.39996582384509966,0.9952097240612686,0.946138199561604,0.9617216333925706,0.9528685010511486
1.604,14.306878119639189,0.6199072516526448,0.3999655366874016,0.0008007767254599719,0.3999655366874016,0.9952490582986102,0.9461702463809067,0.9617504510432974,0.9528999541465075
