Time,gENSAL.delta,gENSAL.PELEC,gENSAL.PMECH,gENSAL.SPEED,hYGOV.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
9.516,2.6521875781231494,0.44530913260144284,0.3942082198710103,-0.0009266457787196639,0.3942082198710103,1.0153606904096666,0.9544239868101356,0.9636503599187913,0.9575102976779835
9.518,2.6186220095652537,0.4447291589958111,0.39418555307730463,-0.0009380867980774099,0.39418555307730463,1.0153425524779047,0.9543939987906179,0.963616718912774,0.9574766578446245
9.52,2.5846468657679447,0.44414304362776214,0.394162934600559,-0.0009493997266756961,0.394162934600559,1.0153242734920052,0.9543636979990019,0.963582714979417,0.9574426595116989
9.522,2.5502667829482615,0.44355086893126827,0.39414036792420387,-0.0009605831814207108,0.39414036792420387,1.0153058547209375,0.9543330870064998,0.9635483514437805,0.9574083058404782
9.524,2.5154864467892932,0.4429527180684686,0.3941178565086703,-0.0009716357973273248,0.3941178565086703,1.0152872974535023,0.9543021684262148,0.9635136316781467,0.9573736000393692
9.526,2.4803105917850012,0.4423486749166258,0.3940954037914033,-0.0009825562276863484,0.3940954037914033,1.0152686029987887,0.9542709449135793,0.9634785591022202,0.9573385453642196
9.528,2.444744000579537,0.4417388240549992,0.39407301318685956,-0.000993343144228658,0.39407301318685956,1.015249772686622,0.9542394191667777,0.9634431371833114,0.9573031451186116
9.53,2.408791503300397,0.4411232507516283,0.3940506880864907,-0.001003995237286424,0.3940506880864907,1.015230807868009,0.9542075939271625,0.9634073694365146,0.9572674026541453
9.532,2.372457976885822,0.4405020409500274,0.3940284318587123,-0.001014511215951322,0.3940284318587123,1.0152117099155709,0.9541754719796581,0.9633712594248732,0.957231321370712
9.534,2.335748344406848,0.43987528125580916,0.39400624784886046,-0.0010248898082296303,0.39400624784886046,1.0151924802239731,0.9541430561531525,0.9633348107595344,0.9571949047167533
9.536,2.298667574383535,0.4392430589232244,0.3939841393791362,-0.0010351297611943691,0.3939841393791362,1.0151731202103444,0.954110349320879,0.963298027099894,0.9571581561895114
9.538,2.261220680095774,0.43860546184162796,0.3939621097485375,-0.0010452298411343791,0.3939621097485375,1.0151536313146865,0.9540773544007821,0.9632609121537268,0.9571210793352639
9.54,2.223412718889112,0.43796257852188425,0.3939401622327817,-0.0010551888337002385,0.3939401622327817,1.0151340150002768,0.9540440743558734,0.9632234696773067,0.9570836777495471
9.542,2.1852487914748804,0.43731449808269357,0.3939183000842159,-0.001065005544047232,0.3939183000842159,1.0151142727540607,0.9540105121945739,0.9631857034755165,0.9570459550773669
9.544,2.146734041225736,0.436661310236868,0.3938965265317191,-0.0010746787969750887,0.3938965265317191,1.0150944060870326,0.9539766709710403,0.9631476174019404,0.957007915013394
9.546,2.1078736534658917,0.4360031052775405,0.3938748447805966,-0.0010842074370647021,0.3938748447805966,1.0150744165346106,0.9539425537854808,0.9631092153589484,0.956969561302148
9.548,2.0686728547564734,0.43533997406431746,0.3938532580124626,-0.0010935903288117298,0.3938532580124626,1.0150543056569936,0.9539081637844506,0.9630705012977641,0.9569308977381625
